gene_ID	SampleName	tissue	mean.logTPM	mean.TPM	z.score.TPM	z.score.logTPM	group
Hipap_TRINITY_DN9783_c1_g1	Old_leaf	Old_leaf	0.04109288552149231	0.10294953333333334	-1.1640501418046332	-1.250535088940278	12
Hipap_TRINITY_DN9783_c1_g1	Peduncle	Peduncle	0.03873755161096315	0.0937534	-1.1872577866206138	-1.2717030810740497	12
Hipap_TRINITY_DN9783_c1_g1	Petal	Petal	0.14371858257475165	0.3976303333333333	-0.42038461493583834	-0.3282115329319629	12
Hipap_TRINITY_DN9783_c1_g1	Pistil	Pistil	0.0852780312422253	0.21718633333333334	-0.875758641103518	-0.8534318107745514	12
Hipap_TRINITY_DN9783_c1_g1	Root	Root	0.2570442668872649	0.813046	0.62797113345774	0.6902755628287509	12
Hipap_TRINITY_DN9783_c1_g1	Stem	Stem	0.16781473326555968	0.485339	-0.19904032712466704	-0.11165322415161395	12
Hipap_TRINITY_DN9783_c1_g1	Young_leaf	Young_leaf	0.34005994785037175	1.1942063333333333	1.5898790694678864	1.436358856476039	12
Hipap_TRINITY_DN9783_c1_g2	Basal_plate	Basal_plate	0.1104893995444977	0.29379	0.2757795517443509	0.4721929002920826	12
Hipap_TRINITY_DN9783_c1_g2	Inner_bulb	Inner_bulb	0.2137849001961295	0.7311383333333333	1.814129035050405	1.6538527162843895	12
Hipap_TRINITY_DN9783_c1_g2	Old_leaf	Old_leaf	0	0	-0.7576111353902037	-0.7917622837306311	12
Hipap_TRINITY_DN9783_c1_g2	Peduncle	Peduncle	0	0	-0.7576111353902037	-0.7917622837306311	12
Hipap_TRINITY_DN9783_c1_g2	Petal	Petal	0	0	-0.7576111353902037	-0.7917622837306311	12
Hipap_TRINITY_DN9783_c1_g2	Pistil	Pistil	0	0	-0.7576111353902037	-0.7917622837306311	12
Hipap_TRINITY_DN9783_c1_g2	Root	Root	0	0	-0.7576111353902037	-0.7917622837306311	12
Hipap_TRINITY_DN9783_c1_g2	Stem	Stem	0.17882387270246475	0.5707	1.2497957373681963	1.2539123408135122	12
Hipap_TRINITY_DN9783_c1_g2	Young_leaf	Young_leaf	0.11981319637348645	0.34285166666666667	0.44835135278806637	0.5788534612631713	12
Hipap_TRINITY_DN9783_c2_g1	Basal_plate	Basal_plate	0.2244797254317412	0.6818886666666667	1.0188258957542193	1.035989581587167	12
Hipap_TRINITY_DN9783_c2_g1	Inner_bulb	Inner_bulb	0.14230464073606347	0.40539333333333333	0.1597116582957015	0.2388223563047231	12
Hipap_TRINITY_DN9783_c2_g1	Old_leaf	Old_leaf	0	0	-1.0999088215102266	-1.1416519811479466	12
Hipap_TRINITY_DN9783_c2_g1	Peduncle	Peduncle	0	0	-1.0999088215102266	-1.1416519811479466	12
Hipap_TRINITY_DN9783_c2_g1	Petal	Petal	0.10684981869236974	0.2992615666666667	-0.1700563370289645	-0.1051191463553984	12
Hipap_TRINITY_DN9783_c2_g1	Pistil	Pistil	0	0	-1.0999088215102266	-1.1416519811479466	12
Hipap_TRINITY_DN9783_c2_g1	Root	Root	0.20151896929790317	0.5927596666666667	0.7418881552603223	0.8132509945156375	12
Hipap_TRINITY_DN9783_c2_g1	Stem	Stem	0.11059805391602966	0.3220483666666667	-0.09925418615678672	-0.0687581217940443	12
Hipap_TRINITY_DN9783_c2_g1	Young_leaf	Young_leaf	0.2734219583781767	0.8845773333333333	1.6486112784061882	1.5107702791857556	12
Hipap_TRINITY_DN9783_c3_g1	Basal_plate	Basal_plate	0.12652561332744736	0.339455	-0.3546918146069691	-0.3117830923421011	12
Hipap_TRINITY_DN9783_c3_g1	Inner_bulb	Inner_bulb	0.10589927023554388	0.2775203333333333	-0.5829506962232539	-0.6165812962580897	12
Hipap_TRINITY_DN9783_c3_g1	Old_leaf	Old_leaf	0.10447584841555892	0.2754276666666667	-0.5906631742042824	-0.6376153890302858	12
Hipap_TRINITY_DN9783_c3_g1	Peduncle	Peduncle	0.09891930880554975	0.2614356666666667	-0.6422303891981747	-0.7197251108347119	12
Hipap_TRINITY_DN9783_c3_g1	Petal	Petal	0.30967625109278357	1.1036906666666666	2.461882294098049	2.3946581409977568	12
Hipap_TRINITY_DN9783_c3_g1	Pistil	Pistil	0.18988119959191346	0.5801473333333333	0.532374601944031	0.6244307976049648	12
Hipap_TRINITY_DN9783_c3_g1	Root	Root	0.1297997048110173	0.3530736666666667	-0.30450051158165786	-0.2634014088220361	12
Hipap_TRINITY_DN9783_c3_g1	Stem	Stem	0.10577914325314616	0.27918966666666667	-0.5767984041351698	-0.6183564285883109	12
Hipap_TRINITY_DN9783_c3_g1	Young_leaf	Young_leaf	0.15766540861854125	0.4513183333333333	0.057578093907427616	0.1483737872728147	12
Hipap_TRINITY_DN9783_c4_g1	Basal_plate	Basal_plate	0	0	-0.5798631703770364	-0.5927560130627437	12
Hipap_TRINITY_DN9783_c4_g1	Inner_bulb	Inner_bulb	0.2155206053203211	0.658282	2.1491821365711745	2.107885674285695	12
Hipap_TRINITY_DN9783_c4_g1	Old_leaf	Old_leaf	0	0	-0.5798631703770364	-0.5927560130627437	12
Hipap_TRINITY_DN9783_c4_g1	Peduncle	Peduncle	0	0	-0.5798631703770364	-0.5927560130627437	12
Hipap_TRINITY_DN9783_c4_g1	Petal	Petal	0	0	-0.5798631703770364	-0.5927560130627437	12
Hipap_TRINITY_DN9783_c4_g1	Pistil	Pistil	0	0	-0.5798631703770364	-0.5927560130627437	12
Hipap_TRINITY_DN9783_c4_g1	Root	Root	0.1407685639273032	0.41833899999999996	1.1544483931525868	1.1711841514761474	12
Hipap_TRINITY_DN9783_c4_g1	Stem	Stem	0	0	-0.5798631703770364	-0.5927560130627437	12
Hipap_TRINITY_DN9783_c4_g1	Young_leaf	Young_leaf	0.06944676531530142	0.18221533333333334	0.17554849253845758	0.2774662526146196	12
Hipap_TRINITY_DN9783_c5_g1	Basal_plate	Basal_plate	0.08875215699341306	0.23781903333333335	0.346405223333508	0.3923680765956875	12
Hipap_TRINITY_DN9783_c5_g1	Inner_bulb	Inner_bulb	0.0926064172885186	0.2503223	0.41578909372206646	0.455246780161462	12
Hipap_TRINITY_DN9783_c5_g1	Old_leaf	Old_leaf	0.024122613897375206	0.05792463333333333	-0.6518754713031613	-0.6620033386114779	12
Hipap_TRINITY_DN9783_c5_g1	Peduncle	Peduncle	0	0	-0.9733142887459186	-1.055541546295802	12
Hipap_TRINITY_DN9783_c5_g1	Petal	Petal	0.05204960284163678	0.12841846666666668	-0.2606869023004486	-0.2064002591980771	12
Hipap_TRINITY_DN9783_c5_g1	Pistil	Pistil	0	0	-0.9733142887459186	-1.055541546295802	12
Hipap_TRINITY_DN9783_c5_g1	Root	Root	0.1995480038721974	0.58713	2.284822397232231	2.199900178425167	12
Hipap_TRINITY_DN9783_c5_g1	Stem	Stem	0.04977778330523567	0.12209703333333333	-0.2957661758025666	-0.2434629005992566	12
Hipap_TRINITY_DN9783_c5_g1	Young_leaf	Young_leaf	0.07545483678171554	0.19484666666666667	0.10794041261020774	0.1754345558180993	12
Hipap_TRINITY_DN9783_c6_g1	Basal_plate	Basal_plate	0.07685073327410155	0.19481199999999999	0.0745247696682467	0.15916556205137347	12
Hipap_TRINITY_DN9783_c6_g1	Inner_bulb	Inner_bulb	0.13102630215024003	0.35808466666666666	0.8569791271890437	0.9158434756712583	12
Hipap_TRINITY_DN9783_c6_g1	Old_leaf	Old_leaf	0	0	-0.8590760675652246	-0.9142196135977563	12
Hipap_TRINITY_DN9783_c6_g1	Peduncle	Peduncle	0	0	-0.8590760675652246	-0.9142196135977563	12
Hipap_TRINITY_DN9783_c6_g1	Petal	Petal	0.034528571476389824	0.0837637	-0.45765387360503057	-0.4319541207376101	12
Hipap_TRINITY_DN9783_c6_g1	Pistil	Pistil	0	0	-0.8590760675652246	-0.9142196135977563	12
Hipap_TRINITY_DN9783_c6_g1	Root	Root	0.0331915430114535	0.07970266666666667	-0.4771156322237657	-0.45062858840423414	12
